datetime,open,high,low,close,volume
2021-04-07,6833.15,6932.55,6814.0,6908.6,0
2021-04-08,6944.3,7007.35,6916.5,6941.8,0
2021-04-09,6946.75,6987.3,6880.9,6906.7,0
2021-04-12,6765.2,6769.05,6364.7,6417.65,0
2021-04-13,6454.6,6611.75,6423.2,6597.55,0
2021-04-15,6566.75,6620.3,6452.55,6562.6,0
2021-04-16,6574.85,6664.6,6552.2,6613.55,0
2021-04-19,6413.65,6455.65,6325.05,6441.7,0
2021-04-20,6520.6,6576.05,6417.1,6469.25,0
2021-04-22,6413.5,6514.05,6398.5,6506.95,0
2021-04-23,6503.25,6583.8,6462.25,6512.9,0
2021-04-26,6549.35,6581.85,6536.35,6565.05,0
2021-04-27,6588.7,6670.6,6581.0,6659.9,0
2021-04-28,6702.5,6785.1,6690.6,6773.55,0
2021-04-29,6825.5,6852.25,6728.5,6765.5,0
2021-04-30,6710.95,6821.5,6677.15,6725.2,0
2021-05-03,6657.25,6698.85,6604.3,6687.55,0
2021-05-04,6742.65,6823.4,6668.5,6685.85,0
2021-05-05,6748.0,6760.7,6681.6,6745.2,0
2021-05-06,6781.0,6839.1,6735.35,6830.7,0
2021-05-07,6857.45,6866.35,6795.95,6818.65,0
2021-05-10,6868.75,6932.4,6849.5,6918.1,0
2021-05-11,6859.35,7001.4,6826.05,6982.7,0
2021-05-12,7008.55,7028.4,6865.55,6905.1,0
2021-05-14,6957.55,6960.3,6731.45,6785.1,0
2021-05-17,6833.65,6924.9,6766.45,6911.7,0
2021-05-18,6988.5,7076.05,6981.95,7050.0,0
2021-05-19,7042.5,7094.9,7027.0,7046.6,0
2021-05-20,7053.3,7069.95,6974.0,7026.5,0
2021-05-21,7082.7,7110.15,7053.65,7093.0,0
2021-05-24,7123.05,7182.4,7070.65,7151.65,0
2021-05-25,7193.0,7208.25,7111.55,7132.5,0
2021-05-26,7159.1,7180.05,7119.55,7124.35,0
2021-05-27,7138.6,7192.35,7100.15,7174.6,0
2021-05-28,7219.9,7232.55,7180.0,7200.0,0
2021-05-31,7215.35,7233.45,7171.7,7205.85,0
2021-06-01,7242.55,7250.1,7116.05,7164.0,0
2021-06-02,7155.75,7294.95,7145.5,7280.4,0
2021-06-03,7322.0,7355.65,7310.55,7347.35,0
2021-06-04,7363.1,7421.0,7338.15,7414.5,0
2021-06-07,7473.9,7537.2,7448.0,7513.55,0
2021-06-08,7547.35,7558.15,7441.55,7521.7,0
2021-06-09,7558.05,7626.7,7413.3,7469.7,0
2021-06-10,7517.45,7595.1,7500.6,7589.3,0
2021-06-11,7627.15,7653.4,7564.75,7604.75,0
2021-06-14,7600.0,7600.45,7384.65,7572.0,0
2021-06-15,7603.65,7656.15,7593.0,7623.8,0
2021-06-16,7625.2,7640.5,7517.75,7538.75,0
2021-06-17,7471.25,7568.2,7400.7,7432.4,0
2021-06-18,7467.0,7470.65,7144.15,7347.6,0
2021-06-21,7246.7,7421.1,7221.8,7410.15,0
2021-06-22,7467.2,7480.05,7375.8,7393.85,0
2021-06-23,7443.45,7452.75,7378.25,7384.4,0
2021-06-24,7409.8,7424.15,7335.2,7352.5,0
2021-06-25,7400.95,7485.5,7398.85,7477.3,0
2021-06-28,7519.35,7535.65,7480.35,7520.25,0
2021-06-29,7530.65,7558.7,7455.05,7474.2,0
2021-06-30,7509.25,7522.4,7465.75,7474.8,0
2021-07-01,7496.05,7496.05,7430.3,7439.55,0
2021-07-02,7461.5,7463.95,7418.05,7438.8,0
2021-07-05,7474.9,7523.2,7457.5,7517.4,0
2021-07-06,7532.8,7591.55,7493.9,7511.5,0
2021-07-07,7517.3,7592.4,7493.75,7578.65,0
2021-07-08,7589.6,7624.1,7490.45,7523.6,0
2021-07-09,7521.9,7591.2,7489.55,7583.8,0
2021-07-12,7635.75,7669.35,7600.2,7623.0,0
2021-07-13,7663.0,7663.8,7613.25,7641.1,0
2021-07-14,7657.5,7672.5,7642.05,7654.5,0
2021-07-15,7667.25,7685.6,7654.85,7672.2,0
2021-07-16,7701.1,7718.2,7668.0,7707.95,0
2021-07-19,7664.4,7693.2,7580.35,7630.55,0
2021-07-20,7642.9,7647.25,7462.15,7503.4,0
2021-07-22,7564.95,7600.95,7560.3,7588.25,0
2021-07-23,7618.05,7639.0,7564.7,7574.35,0
2021-07-26,7592.6,7614.5,7537.55,7549.05,0
2021-07-27,7577.55,7609.45,7475.65,7495.95,0
2021-07-28,7511.8,7515.5,7377.25,7470.9,0
2021-07-29,7511.45,7567.8,7501.15,7553.85,0
2021-07-30,7578.15,7705.0,7564.45,7658.4,0
2021-08-02,7704.1,7785.3,7688.05,7778.85,0
2021-08-03,7790.05,7803.8,7742.35,7778.55,0
2021-08-04,7807.4,7822.0,7673.65,7686.05,0
2021-08-05,7698.0,7703.4,7598.55,7694.1,0
2021-08-06,7712.3,7753.25,7675.0,7683.0,0
2021-08-09,7680.95,7691.0,7544.85,7584.05,0
2021-08-10,7612.45,7619.6,7400.75,7458.4,0
2021-08-11,7470.2,7493.55,7311.15,7478.1,0
2021-08-12,7491.65,7573.25,7483.75,7560.65,0
2021-08-13,7573.8,7574.05,7496.9,7514.65,0
2021-08-16,7516.05,7535.1,7474.35,7485.65,0
2021-08-17,7485.45,7502.9,7388.95,7462.6,0
2021-08-18,7489.3,7510.85,7449.1,7465.1,0
2021-08-20,7385.65,7422.15,7218.05,7238.4,0
2021-08-23,7310.3,7333.0,7118.9,7186.8,0
2021-08-24,7211.6,7324.55,7198.95,7315.45,0
2021-08-25,7338.45,7364.3,7283.5,7309.85,0
2021-08-26,7320.35,7355.45,7266.1,7291.55,0
2021-08-27,7305.9,7379.65,7286.25,7357.95,0
2021-08-30,7387.55,7510.9,7385.4,7501.1,0
2021-08-31,7519.85,7542.45,7436.1,7502.95,0
2021-09-01,7538.15,7594.3,7489.05,7585.15,0
2021-09-02,7603.05,7697.85,7586.85,7690.0,0
2021-09-03,7730.05,7771.15,7679.65,7733.8,0
2021-09-06,7771.2,7803.1,7746.8,7757.75,0
2021-09-07,7782.95,7804.4,7688.05,7774.7,0
2021-09-08,7804.7,7840.55,7747.0,7808.05,0
2021-09-09,7790.3,7836.4,7777.5,7829.0,0
2021-09-13,7833.6,7872.05,7789.85,7864.15,0
2021-09-14,7913.6,8029.6,7907.4,8017.2,0
2021-09-15,8041.1,8129.7,8035.75,8124.15,0
2021-09-16,8157.45,8194.95,8098.05,8189.0,0
2021-09-17,8236.45,8245.0,8014.05,8091.6,0
2021-09-20,8030.45,8099.95,7863.4,7886.9,0
2021-09-21,7905.05,7964.3,7797.45,7949.45,0
2021-09-22,8007.1,8198.5,8002.05,8167.35,0
2021-09-23,8245.35,8294.8,8232.05,8271.65,0
2021-09-24,8315.85,8332.35,8146.35,8184.1,0
2021-09-27,8217.1,8230.2,8120.95,8211.35,0
2021-09-28,8246.65,8263.1,8092.35,8165.7,0
2021-09-29,8143.95,8303.55,8097.35,8257.95,0
2021-09-30,8274.55,8318.75,8260.5,8278.55,0
2021-10-01,8256.45,8283.6,8198.95,8261.75,0
2021-10-04,8305.1,8421.95,8298.05,8413.45,0
2021-10-05,8419.1,8480.6,8384.75,8470.8,0
2021-10-06,8512.7,8521.45,8338.45,8358.05,0
2021-10-07,8434.9,8575.6,8430.8,8553.45,0
2021-10-08,8607.8,8614.45,8556.75,8592.15,0
2021-10-11,8622.95,8700.2,8574.65,8655.5,0
2021-10-12,8684.6,8737.65,8619.05,8729.25,0
2021-10-13,8783.4,8890.7,8770.75,8851.2,0
2021-10-14,8944.45,9002.85,8913.0,8936.15,0
2021-10-18,9036.65,9134.7,8987.15,9079.8,0
2021-10-19,9167.6,9196.75,8819.7,8878.4,0
2021-10-20,8855.9,8867.95,8624.5,8709.15,0
2021-10-21,8757.75,8772.65,8583.75,8683.75,0
2021-10-22,8705.35,8781.7,8556.55,8635.05,0
2021-10-25,8681.95,8686.1,8342.25,8458.55,0
2021-10-26,8476.2,8656.6,8473.85,8641.65,0
2021-10-27,8693.6,8709.4,8642.15,8660.25,0
2021-10-28,8671.7,8676.7,8489.4,8514.45,0
2021-10-29,8468.95,8625.2,8323.7,8513.5,0
2021-11-01,8579.2,8692.1,8531.35,8680.25,0
2021-11-02,8717.85,8784.55,8712.7,8763.6,0
2021-11-03,8800.65,8832.6,8682.65,8726.15,0
2021-11-04,8790.85,8814.85,8778.05,8789.25,0
2021-11-08,8820.15,8940.2,8765.8,8929.05,0
2021-11-09,8959.25,9067.15,8949.05,9017.8,0
2021-11-10,9001.45,9017.1,8949.05,8968.7,0
2021-11-11,8972.15,8973.05,8823.95,8883.45,0
2021-11-12,8964.95,8972.95,8854.1,8926.55,0
2021-11-15,8955.5,8976.4,8911.45,8965.0,0
2021-11-16,8986.1,9021.85,8920.3,8940.75,0
2021-11-17,8926.0,8943.95,8869.55,8884.8,0
2021-11-18,8896.35,8924.35,8691.2,8735.0,0
2021-11-22,8752.6,8755.55,8387.65,8476.45,0
2021-11-23,8425.75,8650.85,8390.95,8636.95,0
2021-11-24,8677.6,8708.3,8559.8,8591.8,0
2021-11-25,8604.75,8644.2,8535.45,8630.5,0
2021-11-26,8550.75,8553.75,8279.65,8302.75,0
2021-11-29,8243.25,8273.3,8023.55,8176.25,0
2021-11-30,8226.35,8398.95,8157.05,8186.3,0
2021-12-01,8238.85,8317.65,8179.0,8302.85,0
2021-12-02,8322.85,8416.6,8275.8,8401.95,0
2021-12-03,8421.85,8481.8,8380.5,8402.15,0
2021-12-06,8413.9,8434.2,8285.0,8300.45,0
2021-12-07,8361.5,8430.4,8318.8,8409.35,0
2021-12-08,8474.3,8561.75,8469.1,8554.7,0
2021-12-09,8589.1,8607.25,8526.8,8592.7,0
2021-12-10,8584.2,8659.45,8571.85,8650.5,0
2021-12-13,8703.9,8735.9,8621.9,8629.4,0
2021-12-14,8606.95,8613.9,8519.25,8593.15,0
2021-12-15,8601.7,8619.65,8507.1,8520.5,0
2021-12-16,8579.4,8592.3,8442.35,8486.15,0
2021-12-17,8492.8,8501.2,8251.1,8267.55,0
2021-12-20,8164.0,8180.0,7815.35,7950.1,0
2021-12-21,8014.05,8129.45,7994.5,8064.6,0
2021-12-22,8100.9,8209.4,8091.05,8202.1,0
2021-12-23,8261.75,8291.4,8242.8,8280.85,0
2021-12-24,8318.3,8319.15,8160.95,8189.55,0
2021-12-27,8151.6,8215.85,8079.3,8204.4,0
2021-12-28,8247.75,8316.5,8240.5,8300.85,0
2021-12-29,8298.55,8346.25,8287.0,8307.25,0
2021-12-30,8300.05,8310.75,8268.05,8297.9,0
2021-12-31,8314.4,8422.5,8312.85,8410.75,0
2022-01-03,8429.4,8535.6,8424.45,8524.3,0
2022-01-04,8558.2,8583.35,8497.0,8559.15,0
2022-01-05,8565.6,8588.05,8518.3,8570.8,0
2022-01-06,8504.3,8606.35,8470.0,8596.2,0
2022-01-07,8623.75,8674.4,8581.8,8647.1,0
2022-01-10,8684.5,8732.85,8681.25,8726.2,0
2022-01-11,8718.5,8773.05,8710.6,8735.6,0
2022-01-12,8781.4,8847.4,8754.6,8840.1,0
2022-01-13,8858.75,8905.3,8796.9,8897.05,0
2022-01-14,8868.2,8921.95,8827.95,8889.55,0
2022-01-17,8907.15,8927.9,8887.45,8900.9,0
2022-01-18,8937.75,8946.65,8671.55,8697.9,0
2022-01-19,8681.95,8690.85,8570.75,8679.5,0
2022-01-20,8676.95,8712.85,8611.25,8655.15,0
2022-01-21,8610.65,8625.9,8378.1,8436.8,0
2022-01-24,8431.8,8439.95,8031.15,8104.6,0
2022-01-25,8019.6,8223.5,7917.6,8213.45,0
2022-01-27,8146.9,8163.55,8000.45,8144.7,0
2022-01-28,8230.3,8423.8,8225.45,8257.45,0
2022-01-31,8366.35,8415.3,8338.5,8395.4,0
2022-02-01,8481.75,8485.55,8327.1,8472.3,0
2022-02-02,8518.0,8595.25,8515.3,8569.4,0
2022-02-03,8557.05,8561.45,8448.35,8469.9,0
2022-02-04,8452.45,8492.55,8365.55,8382.45,0
2022-02-07,8397.3,8436.65,8238.7,8288.5,0
2022-02-08,8324.35,8352.7,8136.55,8237.2,0
2022-02-09,8279.15,8374.2,8275.55,8364.6,0
2022-02-10,8396.05,8422.8,8323.35,8392.85,0
2022-02-11,8329.75,8343.95,8183.45,8202.1,0
2022-02-14,8019.95,8054.55,7858.4,7880.25,0
2022-02-15,7928.1,8134.6,7820.0,8124.1,0
2022-02-16,8179.65,8198.0,8071.25,8097.7,0
2022-02-17,8137.15,8165.25,8052.35,8069.45,0
2022-02-18,8024.15,8092.3,7986.35,7996.95,0
2022-02-21,7956.65,8015.3,7869.95,7932.6,0
2022-02-22,7720.35,7881.85,7719.35,7868.2,0
2022-02-23,7933.25,7977.1,7883.45,7894.25,0
2022-02-24,7650.3,7715.45,7394.85,7407.65,0
2022-02-25,7584.55,7751.55,7580.3,7735.95,0
2022-02-28,7657.15,7822.1,7581.5,7810.45,0
2022-03-02,7744.7,7827.1,7722.4,7793.25,0
2022-03-03,7884.0,7895.35,7710.5,7731.05,0
2022-03-04,7672.35,7676.3,7539.35,7552.25,0
2022-03-07,7410.35,7416.3,7276.7,7386.35,0
2022-03-08,7379.4,7517.35,7326.6,7503.6,0
2022-03-09,7569.95,7699.35,7534.35,7671.7,0
2022-03-10,7833.15,7839.1,7682.55,7724.45,0
2022-03-11,7702.35,7788.15,7667.85,7778.25,0
2022-03-14,7785.7,7824.2,7719.65,7806.1,0
2022-03-15,7828.4,7873.25,7701.45,7740.1,0
2022-03-16,7840.85,7903.9,7819.1,7897.1,0
2022-03-17,7996.7,8035.1,7990.35,8008.95,0
2022-03-21,8052.45,8053.75,7942.2,7953.75,0
2022-03-22,7954.85,7995.6,7861.1,7985.9,0
2022-03-23,8036.25,8071.1,8004.55,8027.55,0
2022-03-24,8018.9,8094.8,8005.6,8087.9,0
2022-03-25,8125.45,8130.8,8019.35,8056.3,0
2022-03-28,8067.7,8084.25,7945.15,8015.1,0
2022-03-29,8061.3,8100.45,8021.45,8044.95,0
2022-03-30,8107.45,8140.95,8086.25,8132.1,0
2022-03-31,8166.9,8195.35,8137.4,8183.75,0
2022-04-01,8187.15,8319.85,8171.75,8308.7,0
2022-04-04,8339.55,8436.15,8337.3,8424.5,0
2022-04-05,8475.7,8542.55,8440.15,8516.45,0
2022-04-06,8502.2,8582.15,8471.0,8563.95,0
2022-04-07,8562.95,8611.75,8477.15,8511.3,0
2022-04-08,8562.2,8607.3,8525.15,8587.5,0
2022-04-11,8614.15,8657.5,8602.65,8618.05,0
2022-04-12,8604.2,8606.45,8385.45,8467.55,0
2022-04-13,8512.75,8531.1,8442.85,8455.4,0
2022-04-18,8373.05,8383.7,8277.15,8352.25,0
2022-04-19,8414.45,8447.55,8173.4,8253.3,0
2022-04-20,8283.85,8365.95,8242.0,8294.05,0
2022-04-21,8347.7,8396.35,8342.7,8386.7,0
2022-04-22,8339.15,8388.2,8287.75,8299.75,0
2022-04-25,8223.0,8226.6,8086.85,8121.35,0
2022-04-26,8199.05,8279.3,8193.95,8271.75,0
2022-04-27,8207.2,8250.4,8135.6,8194.9,0
2022-04-28,8258.05,8260.35,8157.3,8244.95,0
2022-04-29,8303.0,8333.5,8148.75,8168.85,0
2022-05-02,8096.8,8133.2,8055.05,8120.15,0
2022-05-04,8167.05,8180.7,7903.75,7933.7,0
2022-05-05,8025.4,8085.25,7946.65,7972.1,0
2022-05-06,7832.15,7860.85,7750.15,7822.05,0
2022-05-09,7748.9,7763.3,7616.9,7668.95,0
2022-05-10,7649.6,7743.45,7511.1,7533.65,0
2022-05-11,7570.3,7605.9,7363.15,7499.5,0
2022-05-12,7442.9,7450.25,7257.75,7317.05,0
2022-05-13,7414.2,7524.4,7330.85,7351.95,0
2022-05-16,7392.25,7484.8,7315.55,7468.95,0
2022-05-17,7505.8,7673.9,7482.05,7662.15,0
2022-05-18,7701.4,7740.65,7618.4,7647.65,0
2022-05-19,7483.85,7516.0,7384.75,7422.75,0
2022-05-20,7540.1,7600.0,7535.3,7591.6,0
2022-05-23,7629.35,7682.15,7553.3,7569.2,0
2022-05-24,7576.1,7590.8,7501.65,7533.6,0
2022-05-25,7558.6,7575.35,7374.95,7395.7,0
2022-05-26,7426.8,7511.4,7281.8,7488.55,0
2022-05-27,7555.0,7603.4,7522.75,7594.15,0
2022-05-30,7668.6,7764.95,7662.5,7757.45,0
2022-05-31,7753.7,7831.75,7741.25,7783.4,0
2022-06-01,7802.7,7850.45,7752.4,7797.75,0
2022-06-02,7804.3,7846.9,7766.2,7837.6,0
2022-06-03,7894.85,7909.8,7702.45,7711.9,0
2022-06-06,7702.45,7708.75,7597.35,7676.0,0
2022-06-07,7644.5,7652.9,7577.6,7620.6,0
2022-06-08,7632.05,7676.5,7560.65,7604.75,0
2022-06-09,7573.8,7648.15,7544.35,7639.7,0
2022-06-10,7575.55,7599.1,7540.45,7585.65,0
2022-06-13,7461.25,7467.15,7326.55,7355.3,0
2022-06-14,7310.2,7438.05,7309.35,7345.1,0
2022-06-15,7386.6,7405.65,7344.1,7376.65,0
2022-06-16,7453.85,7468.05,7181.3,7196.15,0
2022-06-17,7150.3,7231.8,7088.25,7158.1,0
2022-06-20,7163.65,7178.5,6963.15,7032.3,0
2022-06-21,7080.95,7242.35,7071.7,7231.55,0
2022-06-22,7209.8,7209.8,7103.7,7119.7,0
2022-06-23,7134.8,7239.15,7113.55,7212.95,0
2022-06-24,7257.9,7323.45,7253.8,7314.4,0
2022-06-27,7402.05,7435.4,7382.85,7391.0,0
2022-06-28,7358.9,7408.7,7332.4,7399.45,0
2022-06-29,7322.75,7375.45,7292.75,7359.95,0
2022-06-30,7357.1,7387.65,7280.45,7297.65,0
2022-07-01,7268.45,7372.7,7219.2,7355.55,0
2022-07-04,7352.7,7429.35,7320.9,7422.0,0
2022-07-05,7450.4,7494.15,7388.25,7400.3,0
2022-07-06,7415.8,7571.9,7393.3,7561.3,0
2022-07-07,7610.75,7657.35,7584.0,7651.0,0
2022-07-08,7700.5,7702.9,7622.75,7667.35,0
2022-07-11,7638.95,7700.05,7624.4,7691.4,0
2022-07-12,7664.4,7700.5,7610.9,7625.75,0
2022-07-13,7656.9,7695.05,7636.7,7660.85,0
2022-07-14,7671.9,7693.15,7595.45,7649.95,0
2022-07-15,7663.9,7726.45,7651.35,7716.75,0
2022-07-18,7778.2,7850.55,7768.1,7843.5,0
2022-07-19,7814.45,7901.35,7803.65,7891.85,0
2022-07-20,7968.8,7973.95,7891.65,7906.65,0
2022-07-21,7911.95,8037.95,7901.8,8025.05,0
2022-07-22,8052.6,8077.35,8009.7,8038.25,0
2022-07-25,8036.05,8060.2,7999.7,8039.4,0
2022-07-26,8047.35,8049.6,7931.1,7940.05,0
2022-07-27,7925.0,8012.35,7900.3,8004.15,0
2022-07-28,8053.75,8086.35,8012.5,8068.5,0
2022-07-29,8136.95,8186.3,8120.8,8170.8,0
2022-08-01,8203.75,8309.45,8178.9,8300.5,0
2022-08-02,8288.3,8335.75,8239.9,8319.35,0
2022-08-03,8313.6,8319.7,8159.85,8219.05,0
2022-08-04,8254.9,8293.25,8093.7,8218.6,0
2022-08-05,8244.75,8253.45,8200.05,8225.9,0
2022-08-08,8224.0,8272.4,8195.7,8258.35,0
2022-08-10,8276.85,8287.5,8206.7,8247.85,0
2022-08-11,8314.0,8354.0,8297.85,8322.85,0
2022-08-12,8348.5,8385.95,8327.15,8358.45,0
2022-08-16,8403.9,8461.45,8392.7,8456.15,0
2022-08-17,8489.0,8519.65,8478.35,8506.8,0
2022-08-18,8505.7,8553.45,8480.45,8532.3,0
2022-08-19,8556.55,8573.2,8403.2,8429.8,0
2022-08-22,8401.05,8401.05,8248.5,8259.4,0
2022-08-23,8196.7,8377.35,8183.8,8358.6,0
2022-08-24,8361.4,8427.3,8331.05,8419.95,0
2022-08-25,8464.35,8508.3,8418.15,8431.7,0
2022-08-26,8488.9,8535.15,8459.55,8478.3,0
2022-08-29,8262.2,8402.35,8261.2,8394.6,0
2022-08-30,8450.4,8563.35,8445.6,8556.0,0
2022-09-01,8501.3,8617.5,8490.35,8599.1,0
2022-09-02,8641.85,8671.25,8575.1,8587.7,0
2022-09-05,8614.8,8650.7,8613.1,8630.6,0
2022-09-06,8667.55,8685.95,8625.9,8651.95,0
2022-09-07,8625.7,8705.5,8614.85,8700.05,0
2022-09-08,8763.05,8778.4,8696.7,8714.1,0
2022-09-09,8766.2,8784.65,8694.15,8735.6,0
2022-09-12,8769.6,8827.8,8760.55,8821.05,0
2022-09-13,8862.45,8881.8,8821.75,8829.0,0
2022-09-14,8713.8,8817.4,8702.7,8795.7,0
2022-09-15,8843.65,8869.85,8769.75,8833.25,0
2022-09-16,8825.15,8843.6,8499.35,8573.45,0
2022-09-19,8597.25,8627.7,8506.8,8572.9,0
2022-09-20,8636.3,8746.05,8634.95,8680.6,0
2022-09-21,8681.0,8734.7,8601.55,8627.95,0
2022-09-22,8596.15,8692.55,8561.15,8661.15,0
2022-09-23,8667.0,8685.05,8412.45,8428.75,0
2022-09-26,8357.85,8363.05,8094.85,8174.45,0
2022-09-27,8224.6,8254.8,8100.45,8182.15,0
2022-09-28,8127.7,8225.25,8106.65,8140.7,0
2022-09-29,8215.6,8248.8,8112.65,8179.6,0
2022-09-30,8180.05,8349.85,8101.75,8332.7,0
2022-10-03,8341.7,8366.15,8192.75,8225.9,0
2022-10-04,8363.4,8494.3,8353.95,8481.15,0
2022-10-06,8555.2,8621.5,8551.2,8579.5,0
2022-10-07,8580.35,8586.95,8487.3,8558.8,0
2022-10-10,8452.45,8511.05,8419.1,8483.15,0
2022-10-11,8510.9,8512.45,8316.1,8340.85,0
2022-10-12,8366.75,8421.2,8289.1,8406.1,0
2022-10-13,8411.65,8425.15,8286.0,8328.15,0
2022-10-14,8455.35,8465.15,8315.75,8326.35,0
2022-10-17,8313.55,8396.3,8248.25,8385.05,0
2022-10-18,8454.8,8527.4,8430.35,8518.8,0
2022-10-19,8540.45,8559.95,8498.45,8520.05,0
2022-10-20,8480.3,8494.05,8428.5,8484.35,0
2022-10-21,8504.2,8542.45,8416.45,8457.9,0
2022-10-24,8560.35,8560.5,8486.45,8496.7,0
2022-10-25,8512.1,8562.25,8434.0,8537.05,0
2022-10-27,8572.05,8618.4,8552.95,8603.45,0
2022-10-28,8623.7,8635.15,8552.6,8581.25,0
2022-10-31,8620.05,8694.95,8618.35,8690.35,0
2022-11-01,8722.7,8771.35,8709.65,8762.45,0
2022-11-02,8758.6,8773.1,8723.35,8742.95,0
2022-11-03,8705.35,8783.4,8697.15,8775.1,0
2022-11-04,8783.8,8801.65,8724.35,8747.0,0
2022-11-07,8791.8,8830.2,8759.15,8824.8,0
2022-11-09,8843.1,8846.95,8744.6,8760.3,0
2022-11-10,8746.6,8768.8,8644.55,8675.05,0
2022-11-11,8776.05,8808.55,8649.3,8680.6,0
2022-11-14,8680.15,8698.05,8616.7,8678.55,0
2022-11-15,8679.45,8692.6,8636.4,8675.45,0
2022-11-16,8676.45,8685.5,8556.7,8597.4,0
2022-11-17,8584.05,8604.7,8555.65,8583.35,0
2022-11-18,8604.9,8613.85,8498.6,8539.85,0
2022-11-21,8532.6,8546.8,8495.25,8536.45,0
2022-11-22,8550.55,8592.05,8535.75,8583.75,0
2022-11-23,8613.6,8642.4,8602.3,8628.4,0
2022-11-24,8657.65,8680.45,8641.8,8673.45,0
2022-11-25,8693.85,8769.6,8683.35,8758.5,0
2022-11-28,8760.35,8817.25,8753.15,8808.0,0
2022-11-29,8812.6,8833.05,8750.6,8764.35,0
2022-11-30,8778.7,8874.55,8775.8,8855.6,0
2022-12-01,8896.65,8944.55,8865.0,8932.15,0
2022-12-02,8936.2,8999.85,8924.55,8994.15,0
2022-12-05,9021.95,9024.25,8953.3,9014.7,0
2022-12-06,8995.2,9009.2,8947.25,8968.4,0
2022-12-07,8979.15,9004.05,8910.1,8920.0,0
2022-12-08,8944.7,8982.15,8922.4,8976.05,0
2022-12-09,9024.75,9042.85,8840.75,8917.3,0
2022-12-12,8920.75,8965.0,8853.1,8960.6,0
