datetime,open,high,low,close,volume,dma_20,dma_50,dma_100,dma_200,distance_dma_20_pct,distance_dma_50_pct,distance_dma_100_pct,distance_dma_200_pct,return_1d_pct,return_5d_pct,return_10d_pct,return_20d_pct,rsi_14,rsi_21,historical_volatility_20d,historical_volatility_50d,atr_14,atr_14_pct,high_20d,low_20d,high_52w,low_52w,distance_52w_high_pct,distance_52w_low_pct
2021-01-04,14104.35,14147.95,13953.75,14132.9,0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,14075.15,14215.6,14048.15,14199.5,0,,,,,,,,,0.47124086351704175,,,,,,,,,,,,,,,
2021-01-06,14240.95,14244.15,14039.9,14146.25,0,,,,,,,,,-0.37501320469031096,,,,,,,,,,,,,,,
2021-01-07,14253.75,14256.25,14123.1,14137.35,0,,,,,,,,,-0.06291419987628499,,,,,,,,,,,,,,,
2021-01-08,14258.4,14367.3,14221.65,14347.25,0,,,,,,,,,1.4847195549378078,,,,,,,,,,,,,,,
2021-01-11,14474.05,14498.2,14383.1,14484.75,0,,,,,,,,,0.9583718134137165,2.489581048475542,,,,,,,,,,,,,,
2021-01-12,14473.8,14590.65,14432.85,14563.45,0,,,,,,,,,0.5433300540223396,2.56311841966268,,,,,,,,,,,,,,
2021-01-13,14639.8,14653.35,14435.7,14564.85,0,,,,,,,,,0.009613106784445158,2.959088097552365,,,,,,,,,,,,,,
2021-01-14,14550.05,14617.8,14471.5,14595.6,0,,,,,,,,,0.21112472837001572,3.2414137020021494,,,,,,,,,,,,,,
2021-01-15,14594.35,14617.45,14357.85,14433.7,0,,,,,,,,,-1.1092384006138767,0.6025544965063023,,,,,,,,,,,,,,
2021-01-18,14453.3,14459.15,14222.8,14281.3,0,,,,,,,,,-1.0558623222042929,-1.4045806796803562,1.0500321943833102,,,,,,,,,,,,,
2021-01-19,14371.65,14546.05,14350.85,14521.15,0,,,,,,,,,1.6794689559073817,-0.2904531549873246,2.265220606359386,,,,,,,,,,,,,
